site,monthyear_date,tested,cases,proportion_rdt,count_rdt,notsuspect,suspect,mths_since_irs_continuous,tpr,tpr_adj_cases,cases_adjusted,month,Latitude,Longitude,precip_lag,precip
Aduku,1/1/2020,1526,1080,0.915465269,1397,598,1526,NA,0.707732634,0,1080,1,1.9954,32.7182,247.8425446,20.15823746
Aduku,2/1/2020,1130,783,0.885840708,1001,478,1130,NA,0.692920354,0,783,2,1.9954,32.7182,20.15823746,39.6463089
Aduku,3/1/2020,2087,1550,0.92189746,1924,644,2088,NA,0.742692861,0.742692861,1551,3,1.9954,32.7182,39.6463089,154.3974304
Aduku,4/1/2020,1737,1283,0.99884859,1735,629,1738,NA,0.738629822,0.738629822,1284,4,1.9954,32.7182,154.3974304,158.8478394
Aduku,5/1/2020,1628,1024,0.492014742,801,695,1628,NA,0.628992629,0,1024,5,1.9954,32.7182,158.8478394,120.4293365
Aduku,6/1/2020,1565,1028,0.341214058,534,546,1565,NA,0.65686901,0,1028,6,1.9954,32.7182,120.4293365,130.1112976
Aduku,7/1/2020,1967,1307,0.392475852,772,678,1967,NA,0.66446365,0,1307,7,1.9954,32.7182,130.1112976,96.58112335
Aduku,8/1/2020,1626,1042,0.618696187,1006,665,1627,NA,0.640836408,0.640836408,1043,8,1.9954,32.7182,96.58112335,197.4676971
Aduku,9/1/2020,1697,1082,0.60047142,1019,697,1697,NA,0.637595757,0,1082,9,1.9954,32.7182,197.4676971,209.6235199
Aduku,10/1/2020,1757,1113,0.581104155,1021,717,1757,NA,0.633466135,0,1113,10,1.9954,32.7182,209.6235199,141.8991394
Aduku,11/1/2020,1123,717,0.63935886,718,501,1123,NA,0.638468388,0,717,11,1.9954,32.7182,141.8991394,144.8914948
Aduku,12/1/2020,1290,809,0.652713178,842,553,1290,NA,0.627131783,0,809,12,1.9954,32.7182,144.8914948,24.65811348
Aduku,1/1/2021,1289,808,0.652443755,841,550,1289,NA,0.626842514,0,808,1,1.9954,32.7182,24.65811348,35.52910614
Aduku,2/1/2021,1413,720,0.589525832,833,758,1420,NA,0.50955414,3.566878981,724,2,1.9954,32.7182,35.52910614,28.85421944
Aduku,3/1/2021,1470,729,0.572108844,841,783,1470,NA,0.495918367,0,729,3,1.9954,32.7182,28.85421944,43.84811401
Aduku,4/1/2021,1331,667,0.574755823,765,755,1331,NA,0.501126972,0,667,4,1.9954,32.7182,43.84811401,123.7315674
Aduku,5/1/2021,1863,927,0.594202899,1107,980,1863,NA,0.497584541,0,927,5,1.9954,32.7182,123.7315674,128.4253235
Aduku,6/1/2021,1626,807,0.613161132,997,823,1626,NA,0.496309963,0,807,6,1.9954,32.7182,128.4253235,97.47257996
Aduku,7/1/2021,1543,764,0.59235256,914,813,1543,NA,0.495139339,0,764,7,1.9954,32.7182,97.47257996,57.52319336
Aduku,8/1/2021,1092,482,0.692307692,756,968,1092,NA,0.441391941,0,482,8,1.9954,32.7182,57.52319336,144.2105408
Aduku,9/1/2021,1024,472,0.067382813,69,746,1024,NA,0.4609375,0,472,9,1.9954,32.7182,144.2105408,169.1844788
Aduku,10/1/2021,1562,784,0.1184379,185,800,1562,NA,0.501920615,0,784,10,1.9954,32.7182,169.1844788,115.8860931
Alebtong,6/1/2014,888,875,0.989864865,879,1189,958,0,0.98536036,68.97522523,944,6,2.260724,33.237167,261.0402832,226.417099
Alebtong,7/1/2014,1082,706,0.947319778,1025,924,1199,0,0.652495379,76.34195933,782,7,2.260724,33.237167,226.417099,176.6877594
Alebtong,8/1/2014,655,392,0.903816794,592,691,731,0,0.598473282,45.48396947,437,8,2.260724,33.237167,176.6877594,231.3381653
Alebtong,9/1/2014,558,370,0.94265233,526,1030,708,0,0.663082437,99.46236559,469,9,2.260724,33.237167,231.3381653,144.6702881
Alebtong,10/1/2014,461,265,0.986984816,455,867,822,0,0.57483731,207.516269,473,10,2.260724,33.237167,144.6702881,173.7770844
Alebtong,11/1/2014,433,228,1,433,1512,972,0,0.526558891,283.8152425,512,11,2.260724,33.237167,173.7770844,92.73106384
Alebtong,12/1/2014,370,220,0.997297297,369,1410,788,0,0.594594595,248.5405405,469,12,2.260724,33.237167,92.73106384,24.89381599
Alebtong,1/1/2015,342,153,0.997076023,341,1042,516,0,0.447368421,77.84210526,231,1,2.260724,33.237167,24.89381599,2.960917473
Alebtong,2/1/2015,550,169,0.998181818,549,955,679,1,0.307272727,39.63818182,209,2,2.260724,33.237167,2.960917473,18.63467789
Alebtong,3/1/2015,459,133,0.997821351,458,1433,628,2,0.289760349,48.96949891,182,3,2.260724,33.237167,18.63467789,54.53475571
Alebtong,4/1/2015,292,79,1,292,1109,414,3,0.270547945,33.00684932,112,4,2.260724,33.237167,54.53475571,248.9295959
Alebtong,5/1/2015,66,18,1,66,1070,546,4,0.272727273,130.9090909,149,5,2.260724,33.237167,248.9295959,174.965271
Alebtong,6/1/2015,804,565,0.998756219,803,1367,1234,5,0.702736318,302.1766169,867,6,2.260724,33.237167,174.965271,227.827179
Alebtong,7/1/2015,952,645,1,952,845,1044,6,0.677521008,62.33193277,707,7,2.260724,33.237167,227.827179,200.320755
Alebtong,8/1/2015,626,288,0.987220447,618,642,637,7,0.460063898,5.060702875,293,8,2.260724,33.237167,200.320755,154.625412
Alebtong,9/1/2015,610,176,0.998360656,609,884,630,8,0.28852459,5.770491803,182,9,2.260724,33.237167,154.625412,142.6977844
Alebtong,10/1/2015,541,171,0.985212569,533,923,589,9,0.316081331,15.17190388,186,10,2.260724,33.237167,142.6977844,261.0130005
Alebtong,11/1/2015,710,178,0.957746479,680,1129,766,10,0.250704225,14.03943662,192,11,2.260724,33.237167,261.0130005,192.073761
Alebtong,12/1/2015,535,99,0.936448598,501,1309,593,11,0.185046729,10.73271028,110,12,2.260724,33.237167,192.073761,67.44785309
Alebtong,1/1/2016,587,150,0.94548552,555,959,618,12,0.255536627,7.921635434,158,1,2.260724,33.237167,67.44785309,15.76901913
Alebtong,2/1/2016,382,57,0.931937173,356,791,443,13,0.14921466,9.102094241,66,2,2.260724,33.237167,15.76901913,9.266927719
Alebtong,3/1/2016,370,51,0.497297297,184,1005,434,14,0.137837838,8.821621622,60,3,2.260724,33.237167,9.266927719,44.75905609
Alebtong,4/1/2016,310,31,0.796774194,247,998,490,15,0.1,18,49,4,2.260724,33.237167,44.75905609,273.359314
Alebtong,5/1/2016,890,239,0.871910112,776,886,1071,16,0.268539326,48.60561798,288,5,2.260724,33.237167,273.359314,148.2330475
Alebtong,6/1/2016,1441,957,0.959056211,1382,876,1671,17,0.664122137,152.7480916,1110,6,2.260724,33.237167,148.2330475,117.8496094
Alebtong,7/1/2016,1042,401,0.142034549,148,1041,1462,18,0.384836852,161.6314779,563,7,2.260724,33.237167,117.8496094,181.1830292
Alebtong,8/1/2016,1323,687,0.631897203,836,624,1531,19,0.519274376,108.0090703,795,8,2.260724,33.237167,181.1830292,151.4015503
Alebtong,9/1/2016,982,509,0.227087576,223,835,1088,20,0.518329939,54.94297352,564,9,2.260724,33.237167,151.4015503,131.1860657
Alebtong,10/1/2016,840,533,0.51547619,433,887,1018,21,0.63452381,112.9452381,646,10,2.260724,33.237167,131.1860657,182.6220093
Alebtong,11/1/2016,817,631,0.979192166,800,1059,980,22,0.772337821,125.8910649,757,11,2.260724,33.237167,182.6220093,61.22425079
Alebtong,12/1/2016,304,147,0.980263158,298,938,611,23,0.483552632,148.4506579,295,12,2.260724,33.237167,61.22425079,8.430599213
Alebtong,1/1/2017,427,151,0.964871194,412,595,491,24,0.353629977,22.6323185,174,1,2.260724,33.237167,8.430599213,9.995258331
Alebtong,2/1/2017,419,96,0.909307876,381,548,482,25,0.229116945,14.43436754,110,2,2.260724,33.237167,9.995258331,107.1382523
Alebtong,3/1/2017,825,260,0.976969697,806,968,874,26,0.315151515,15.44242424,275,3,2.260724,33.237167,107.1382523,85.39969635
Alebtong,4/1/2017,947,533,0.966209081,915,476,969,27,0.562829989,12.38225977,545,4,2.260724,33.237167,85.39969635,140.3555756
Alebtong,5/1/2017,1379,895,0.969543147,1337,948,1426,28,0.64902103,30.5039884,926,5,2.260724,33.237167,140.3555756,135.3666077
Alebtong,6/1/2017,1078,512,0.961966605,1037,513,1111,29,0.474953618,15.67346939,528,6,2.260724,33.237167,135.3666077,170.7972412
Alebtong,7/1/2017,1123,392,0.953695459,1071,632,1150,30,0.349065004,9.42475512,401,7,2.260724,33.237167,170.7972412,299.7729492
Alebtong,8/1/2017,859,161,0.97322468,836,476,900,31,0.187427241,7.68451688,169,8,2.260724,33.237167,299.7729492,172.0612488
Alebtong,9/1/2017,748,104,0.961229947,719,685,792,32,0.139037433,6.117647059,110,9,2.260724,33.237167,172.0612488,201.2767487
Alebtong,10/1/2017,903,155,0.980066445,885,975,967,33,0.171650055,10.98560354,166,10,2.260724,33.237167,201.2767487,108.1096115
Alebtong,11/1/2017,796,135,0.976130653,777,1037,860,34,0.16959799,10.85427136,146,11,2.260724,33.237167,108.1096115,82.81197357
Alebtong,12/1/2017,464,91,0.976293103,453,706,531,35,0.19612069,13.14008621,104,12,2.260724,33.237167,82.81197357,4.761442661
Alebtong,1/1/2018,462,53,0.963203463,445,811,496,36,0.114718615,3.9004329,57,1,2.260724,33.237167,4.761442661,3.28594017
Alebtong,2/1/2018,284,43,0.98943662,281,700,307,37,0.151408451,3.482394366,46,2,2.260724,33.237167,3.28594017,30.98173904
Alebtong,3/1/2018,439,70,0.972665148,427,853,489,38,0.159453303,7.972665148,78,3,2.260724,33.237167,30.98173904,159.0534363
Alebtong,4/1/2018,457,54,0.962800875,440,523,471,39,0.118161926,1.654266958,56,4,2.260724,33.237167,159.0534363,228.9404297
Alebtong,5/1/2018,474,45,0.974683544,462,1093,513,40,0.094936709,3.702531646,49,5,2.260724,33.237167,228.9404297,255.0666199
Alebtong,6/1/2018,527,54,0.916508539,483,780,540,41,0.102466793,1.332068311,55,6,2.260724,33.237167,255.0666199,210.9757996
Alebtong,7/1/2018,412,61,0.946601942,390,1240,459,42,0.148058252,6.958737864,68,7,2.260724,33.237167,210.9757996,143.6553192
Alebtong,8/1/2018,371,45,0.95148248,353,651,388,43,0.121293801,2.061994609,47,8,2.260724,33.237167,143.6553192,215.9039001
Alebtong,9/1/2018,402,57,0.97761194,393,912,437,44,0.141791045,4.962686567,62,9,2.260724,33.237167,215.9039001,83.46546173
Alebtong,10/1/2018,582,60,0.939862543,547,818,590,45,0.103092784,0.824742268,61,10,2.260724,33.237167,83.46546173,130.4390106
Alebtong,11/1/2018,545,43,0.985321101,537,899,545,46,0.078899083,0,43,11,2.260724,33.237167,130.4390106,70.35585022
Alebtong,12/1/2018,158,21,0.993670886,157,664,158,47,0.132911392,0,21,12,2.260724,33.237167,70.35585022,65.45761108
Alebtong,1/1/2019,424,37,0.995283019,422,962,424,48,0.087264151,0,37,1,2.260724,33.237167,65.45761108,5.229174614
Alebtong,2/1/2019,518,32,0.99034749,513,583,518,49,0.061776062,0,32,2,2.260724,33.237167,5.229174614,26.58215141
Alebtong,3/1/2019,350,22,0.985714286,345,1020,350,50,0.062857143,0,22,3,2.260724,33.237167,26.58215141,46.39751816
Alebtong,4/1/2019,355,31,0.991549296,352,888,355,51,0.087323944,0,31,4,2.260724,33.237167,46.39751816,140.2108459
Alebtong,5/1/2019,297,47,0.996632997,296,998,297,52,0.158249158,0,47,5,2.260724,33.237167,140.2108459,185.303894
Alebtong,6/1/2019,687,196,0.981077147,674,948,687,53,0.285298399,0,196,6,2.260724,33.237167,185.303894,221.2671814
Alebtong,7/1/2019,523,124,0.980879541,513,1439,524,54,0.23709369,0.23709369,124,7,2.260724,33.237167,221.2671814,207.455368
Alebtong,8/1/2019,512,130,0.955078125,489,929,512,55,0.25390625,0,130,8,2.260724,33.237167,207.455368,187.6287994
Alebtong,9/1/2019,547,102,0.961608775,526,1156,547,56,0.186471664,0,102,9,2.260724,33.237167,187.6287994,171.5690308
Alebtong,10/1/2019,440,82,0.915909091,403,1185,440,57,0.186363636,0,82,10,2.260724,33.237167,171.5690308,227.68927
Alebtong,11/1/2019,527,116,0.924098672,487,837,527,58,0.220113852,0,116,11,2.260724,33.237167,227.68927,113.3662643
Alebtong,12/1/2019,517,113,0.897485493,464,1221,517,59,0.218568665,0,113,12,2.260724,33.237167,113.3662643,174.4472504
Alebtong,1/1/2020,512,127,0.962890625,493,665,512,60,0.248046875,0,127,1,2.260724,33.237167,174.4472504,22.45885468
Alebtong,2/1/2020,601,148,0.963394343,579,965,601,61,0.24625624,0,148,2,2.260724,33.237167,22.45885468,35.20835876
Alebtong,3/1/2020,706,125,0.964589235,681,941,706,62,0.177053824,0,125,3,2.260724,33.237167,35.20835876,200.6305084
Alebtong,4/1/2020,631,100,0.952456418,601,1102,631,63,0.158478605,0,100,4,2.260724,33.237167,200.6305084,159.4082336
Alebtong,5/1/2020,524,100,0.866412214,454,797,524,64,0.190839695,0,100,5,2.260724,33.237167,159.4082336,152.230545
Alebtong,6/1/2020,657,156,0.837138508,550,895,657,65,0.237442922,0,156,6,2.260724,33.237167,152.230545,166.0093384
Alebtong,7/1/2020,890,248,0.788764045,702,1011,890,66,0.278651685,0,248,7,2.260724,33.237167,166.0093384,192.485611
Alebtong,8/1/2020,716,215,0.729050279,522,785,716,67,0.30027933,0,215,8,2.260724,33.237167,192.485611,244.8742523
Alebtong,9/1/2020,635,228,0.718110236,456,649,635,68,0.359055118,0,228,9,2.260724,33.237167,244.8742523,188.1461792
Alebtong,10/1/2020,659,143,0.743550835,490,785,659,69,0.216995448,0,143,10,2.260724,33.237167,188.1461792,208.0148315
Alebtong,11/1/2020,730,308,0.908219178,663,876,730,70,0.421917808,0,308,11,2.260724,33.237167,208.0148315,125.2269745
Alebtong,12/1/2020,1616,899,0.972772277,1572,679,1616,71,0.556311881,0,899,12,2.260724,33.237167,125.2269745,16.35493469
Alebtong,1/1/2021,697,296,0.982783357,685,600,697,72,0.424677188,0,296,1,2.260724,33.237167,16.35493469,30.3318882
Alebtong,2/1/2021,883,305,0.734994337,649,1066,883,73,0.345413364,0,305,2,2.260724,33.237167,30.3318882,24.93441963
Alebtong,3/1/2021,860,365,0.752325581,647,1116,860,74,0.424418605,0,365,3,2.260724,33.237167,24.93441963,48.85237885
Alebtong,4/1/2021,894,478,0.987695749,883,719,894,75,0.534675615,0,478,4,2.260724,33.237167,48.85237885,172.0715942
Alebtong,5/1/2021,1992,1320,0.986445783,1965,716,1992,76,0.662650602,0,1320,5,2.260724,33.237167,172.0715942,191.4024963
Alebtong,6/1/2021,1664,1018,0.230168269,383,785,1664,77,0.611778846,0,1018,6,2.260724,33.237167,191.4024963,78.38335419
Alebtong,7/1/2021,2079,1432,0.850889851,1769,861,2079,78,0.688792689,0,1432,7,2.260724,33.237167,78.38335419,138.3848267
Alebtong,8/1/2021,1828,1201,0.998358862,1825,928,1828,79,0.657002188,0,1201,8,2.260724,33.237167,138.3848267,153.0900269
Alebtong,9/1/2021,1552,1064,1,1552,539,1552,80,0.68556701,0,1064,9,2.260724,33.237167,153.0900269,159.3633728
Alebtong,10/1/2021,1504,1006,0.99268617,1493,578,1504,81,0.668882979,0,1006,10,2.260724,33.237167,159.3633728,110.7279358
Amolatar,2/1/2014,369,257,0.674796748,249,1064,493,0,0.696476965,86.36314363,343,2,1.638095,32.843612,13.01601601,21.25775337
Amolatar,3/1/2014,355,155,0.887323944,315,975,464,0,0.436619718,47.5915493,203,3,1.638095,32.843612,21.25775337,86.90611267
Amolatar,4/1/2014,373,122,0.654155496,244,902,509,0,0.327077748,44.48257373,166,4,1.638095,32.843612,86.90611267,128.8942413
Amolatar,5/1/2014,544,254,0.832720588,453,839,760,0,0.466911765,100.8529412,355,5,1.638095,32.843612,128.8942413,160.1685333
Amolatar,6/1/2014,631,427,0.809825674,511,911,1064,0,0.676703645,293.0126783,720,6,1.638095,32.843612,160.1685333,145.5928802
Amolatar,7/1/2014,658,482,0.957446809,630,966,674,0,0.732522796,11.72036474,494,7,1.638095,32.843612,145.5928802,81.18630981
Amolatar,8/1/2014,549,393,0.932604736,512,973,659,0,0.715846995,78.7431694,472,8,1.638095,32.843612,81.18630981,123.3709564
Amolatar,9/1/2014,369,212,0.983739837,363,956,546,0,0.574525745,101.6910569,314,9,1.638095,32.843612,123.3709564,141.0082855
Amolatar,10/1/2014,771,405,0.989623865,763,1075,1010,0,0.525291829,125.5447471,531,10,1.638095,32.843612,141.0082855,185.6697388
Amolatar,11/1/2014,780,414,0.998717949,779,894,1045,0,0.530769231,140.6538462,555,11,1.638095,32.843612,185.6697388,76.54000854
Amolatar,12/1/2014,655,366,0.996946565,653,812,804,0,0.558778626,83.25801527,449,12,1.638095,32.843612,76.54000854,18.39621353
Amolatar,1/1/2015,458,214,0.984716157,451,638,519,0,0.467248908,28.50218341,243,1,1.638095,32.843612,18.39621353,7.632330418
Amolatar,2/1/2015,751,224,0.99334221,746,798,837,1,0.298268975,25.65113182,250,2,1.638095,32.843612,7.632330418,24.322052
Amolatar,3/1/2015,610,137,1,610,810,668,2,0.224590164,13.02622951,150,3,1.638095,32.843612,24.322052,64.96424103
Amolatar,4/1/2015,519,66,0.963391137,500,862,569,3,0.12716763,6.358381503,72,4,1.638095,32.843612,64.96424103,174.9168701
Amolatar,5/1/2015,538,91,0.695167286,374,970,621,4,0.169144981,14.03903346,105,5,1.638095,32.843612,174.9168701,130.8500366
Amolatar,6/1/2015,654,307,0.709480122,464,1423,916,5,0.46941896,122.9877676,430,6,1.638095,32.843612,130.8500366,153.8104858
Amolatar,7/1/2015,670,273,0.982089552,658,1445,673,6,0.407462687,1.22238806,274,7,1.638095,32.843612,153.8104858,73.14613342
Amolatar,8/1/2015,494,104,1,494,1646,495,7,0.210526316,0.210526316,104,8,1.638095,32.843612,73.14613342,84.7684021
Amolatar,9/1/2015,483,84,0.97515528,471,1346,518,8,0.173913043,6.086956522,90,9,1.638095,32.843612,84.7684021,111.9888916
Amolatar,10/1/2015,378,46,0.989417989,374,1358,507,9,0.121693122,15.6984127,62,10,1.638095,32.843612,111.9888916,224.8457336
Amolatar,11/1/2015,497,70,0.965794769,480,1480,680,10,0.14084507,25.77464789,96,11,1.638095,32.843612,224.8457336,151.2251434
Amolatar,12/1/2015,627,74,0.985645933,618,1272,675,11,0.118022329,5.66507177,80,12,1.638095,32.843612,151.2251434,78.75366974
Amolatar,1/1/2016,552,71,0.94384058,521,1006,555,12,0.128623188,0.385869565,71,1,1.638095,32.843612,78.75366974,23.94293213
Amolatar,2/1/2016,374,59,0.885026738,331,1123,376,13,0.157754011,0.315508021,59,2,1.638095,32.843612,23.94293213,15.41808891
Amolatar,3/1/2016,374,59,0.970588235,363,954,374,14,0.157754011,0,59,3,1.638095,32.843612,15.41808891,52.97383881
Amolatar,4/1/2016,403,49,0.975186104,393,1236,406,15,0.121588089,0.364764268,49,4,1.638095,32.843612,52.97383881,215.7190094
Amolatar,5/1/2016,525,140,0.946666667,497,1072,535,16,0.266666667,2.666666667,143,5,1.638095,32.843612,215.7190094,118.2875748
Amolatar,6/1/2016,723,301,0.958506224,693,1118,727,17,0.416320885,1.665283541,303,6,1.638095,32.843612,118.2875748,81.73683167
Amolatar,7/1/2016,526,261,0.456273764,240,844,527,18,0.496197719,0.496197719,261,7,1.638095,32.843612,81.73683167,75.20976257
Amolatar,8/1/2016,621,223,0.209339775,130,1192,626,19,0.359098229,1.795491143,225,8,1.638095,32.843612,75.20976257,91.82149506
Amolatar,9/1/2016,193,83,0.580310881,112,473,309,20,0.430051813,49.88601036,133,9,1.638095,32.843612,91.82149506,149.092514
Amolatar,10/1/2016,409,177,0.968215159,396,833,653,21,0.432762836,105.594132,283,10,1.638095,32.843612,149.092514,118.0348511
Amolatar,11/1/2016,2,1,1,2,1082,739,22,0.5,368.5,370,11,1.638095,32.843612,118.0348511,70.56998444
